ogno,ogtype,ogname,ogcity,ogstate,ogpin,ogadd
17168,Nurshing Home,Shiva Nursing Home,Mahabubnagar,Telangana,509209,Behind: Bus Stand
17169,Nurshing Home,Shiva Nursing Home And Medical Centre - Aligarh,Aligarh,Uttar Pradesh,202001,"Near Canara Bank & Raghubeer Bal Mandir, Ramghat Road,"
17170,Hospital,Shiva Sai Hospital,Karimnagar,Telangana,505326,"Prakasham Road, Koratla"
17171,MultiSpeciality Hosp,Shiva Shakthi Multi Speciality Centre,The Nilgiris,Tamil Nadu,643001,"Blue Mountain School Road,."
17172,Hospital,Shivain Hospital,Ghaziabad,Uttar Pradesh,201102,"Mani Delhi Saharanpur Road, Plaza Market, Opp Upper Coat Near Salam Hotel, Loni Ghaziabad"
17173,Hospital,Shivaji Hospital,Meerut,Uttar Pradesh,250001,"Near,Raja Rani Vivah Mandap Garh Road Merruth."
17174,Hospital,Shivakrupa Hospital,Belagavi,Karnataka,591102,"Bus Stand Road,Bailhongal"
17175,Hospital,Shivakrupa Hospital,Haveri,Karnataka,581115,"Goudappa Goudar Building, Mruthanjaya Nagar, P B Road"
17176,Hospital,Shivakrupa Hospital and Intensive Care Unit,Dharwad,Karnataka,580020,"Bembalgi Complex, Sir Siddappa Kambli Road, (Lamington Road)"
17177,Hospital,Shivalik Hospital,Faridabad,Haryana,121002,"Plot No-1, Huda Market, Sector-37"
17178,Hospital,Shivalik Hospital,Una,Himachal Pradesh,174303,Near Sabzi Mandi
17179,Hospital,Shivalik Hospital,Ghaziabad,Uttar Pradesh,201002,"5, Gangapuram, Opposite Govindpuram Petrol Pump"
17180,Hospital,Shivalik Hospital and Trauma Centre,Rupnagar,Punjab,160062,"Sector - 69, Sas Nagar,Chandigarh - Sohana Road,Sas Nagar."
17181,Neuro Hosp,Shivalik Hospital Neuro Spine and Gynec Center,Rajkot,Gujarat,360001,"1, Vaishali Nagar, Nr Mahila Collage, Underbridge, Nr Raiya Road, Railway Crossing ,Opp Railway Track,Rajkot"
17182,Hospital,Shivalik Medical Center P) Ltd,Gautam Buddha Nagar,Uttar Pradesh,201301,"A-16, Sector - 34, Noida"
17183,Hospital,Shivalik Medical Centre Centre,Haridwar,Uttarakhand,249401,2 Vishwakarma Puram Indi Area
17184,Hospital,Shivam Akshayavat Hospital,Allahabad,Uttar Pradesh,211003,"A D A Road, Opp Udyog Nagar Ground, Naini"
17185,Hospital,Shivam Care Centre,Aligarh,Uttar Pradesh,202001,"Behind Mehar Palace,Jail Road,"
17186,Hospital,Shivam Chikisalya Kendra,Patna,Bihar,800024,"Road No-9, Rajiv Nagar"
17187,Cardiac Hosp,Shivam Heart and Medical Hospital,Ahmedabad,Gujarat,382345,"Shivam Complex, Naroda Road, Saijpur Bogha"
17188,Cardiac Hosp,Shivam Heart Care Hospital,Banas kantha,Gujarat,385001,"Nr.Railwaybridge,OppositeRamlila Ground,Palanpur"
17189,Hospital,Shivam Hospital,Rohtas,Bihar,821115,"Raj Colony,G.T.Road"
17190,Hospital,Shivam Hospital,West Champaran,Bihar,845459,"Jadish Pur,Block-Nautan"
17191,Hospital,Shivam Hospital,Surat,Gujarat,395003,"1St Floor,Shiv ComplexNr.Bhatar Char Rasta,Opp Evershine Marbles,Udhana Magdalla Road"
17192,Hospital,Shivam Hospital,Gurgaon,Haryana,122001,Sector - 30 Jal Vayu Vihar
17193,Hospital,Shivam Hospital,Mewat,Haryana,122103,"Near Anaj Godam, Sr Chouttu Ram Nagar, Rewari Road, Taurv- Mewat.Hr"
17194,Hospital,Shivam Hospital,Jhajjar,Haryana,124507,"Nahra-Nahri Road, Line Par"
17195,Hospital,Shivam Hospital,Bhopal,Madhya Pradesh,462023,"Mig-215, Gautam Nagar, Govindpura, Bhopal"
17196,Hospital,Shivam Hospital,Pune,Maharashtra,412308,"Near Manali Resort, Pune-Solapur Highway, Tarawadi, Post-Phursungi, Pune"
17197,Hospital,Shivam Hospital,Sindhudurg,Maharashtra,416510,"Ssa 000027, Baherchawada, Sawantwadi Sindhudurg"
17198,Hospital,Shivam Hospital,Thane,Maharashtra,421201,"Plot No. 57, Central Railwaymen's Welfare Asscoiation Chs, Kalyan Road, Dombivli (East)"
17199,Hospital,Shivam Hospital,Jodhpur,Rajasthan,342001,"4, Mahaveer Colony-B, Bhaskar Chouraha, Subji Mandi, Ratanada"
17200,Hospital,Shivam Hospital,Bulandshahr,Uttar Pradesh,202389,"Naps Road, Narora"
17201,Hospital,Shivam Hospital,Deoria,Uttar Pradesh,274201,Baitalpur Deoria
17202,Hospital,Shivam Hospital,Gautam Buddha Nagar,Uttar Pradesh,201301,"A- 1, Shivam Hospital Vandna Enclave, Khora Colony OppositeIndian Oil Building, Sec- 55, Noida"
17203,Cardiac Hosp,Shivam Hospital / Shivam Hospital and Heart Centre,Hoshiarpur,Punjab,146001,"Phagwara Road,Near Railway Crossing,."
17204,Cardiac Hosp,Shivam Hospital And Heart Centre,Ghaziabad,Uttar Pradesh,201001,H No R 3/4 Near Railway Crossing Raj Nagar
17205,Hospital,Shivam Hospital and Pathri Nivaran Kendra,Nagaur,Rajasthan,341001,"Opposite Government College, Nagaur"
17206,Hospital,Shivam Hospital and Research Centre,Raichur,Karnataka,584101,"Near S.N.T Talkies, Sath Kacheri Road"
17207,Hospital,Shivam Hospital And Research Institute Pvt Ltd,Patna,Bihar,800020,"Vidyapuri, Kankarbagh"
17208,Hospital,Shivam Hospital and Trauma Centre,Gautam Buddha Nagar,Uttar Pradesh,203207,"G. T Road, Dadri"
17209,Cardiac Hosp,Shivam Hospital For Cardio Neuro Care,Panchmahal,Gujarat,389001,"Nr Bhuravav Char Rasta, Opposite Satluj Hotel, Godhra"
17210,Hospital,"Shivam Hospital, Hoshiarpur",Hoshiarpur,Punjab,146001,"Phagwara Road, Near Railway Crossing, Hoshiarpur, Punjab"
17211,Nurshing Home,Shivam Maternity and Nursing Home,Varanasi,Uttar Pradesh,221002,"Taktakpur Mahaveer Mandir Chauraha,Ordarly Bazar"
17212,Hospital,Shivam Medical and Research Institute,Bhopal,Madhya Pradesh,462001,"E-8/38, Railway Society, Arera Colony, Near 12 No. Bus Stop"
17213,Hospital,Shivam Medical Hospital,Ahmedabad,Gujarat,380008,"C-4,Satyanarayan Society,Gor No Kuvo,Near Jasodanagar Cross Road,Maninagar (East )"
17214,Hospital,Shivam Medical Hospital,Ahmedabad,Gujarat,382475,240 B Saibaba Mandir Sardar Nagar Main Road
17215,Nurshing Home,Shivam Medical Nursing Home,Surendranagar,Gujarat,363001,0
17216,Hospital,Shivam Memorial Hospital,West Champaran,Bihar,845452,"Main Road, Nawalpur Bazar, Machhali Hatta, Bus Stand, Jogapatti"
17217,Nurshing Home,Shivam Nursing Home,Vaishali,Bihar,844101,"R. N. Coleage Roadsubhash Chowk, Hajipur"
17218,Nurshing Home,Shivam Nursing Home,West Champaran,Bihar,845438,"Hospital Road, Bettiah"
17219,Nurshing Home,Shivam Nursing Home,Mumbai,Maharashtra,400067,"Shrenik Chs Ltd, P No 106, Sector-Ii, Charkop Kandivili - West Mumbai"
17220,Nurshing Home,Shivam Nursing Home,Meerut,Uttar Pradesh,250001,"C-5, Shastri Nagar, Near Tej Garhi Crossing, Near Tej Garhi Crossing Shastri Nagar"
17221,Nurshing Home,Shivam Nursing Home,Moradabad,Uttar Pradesh,244001,"B-65, Gandhi Nagar"
17222,Nurshing Home,Shivam Nursing Home,Saharanpur,Uttar Pradesh,247551,"A- Block, Satyam Colony Tapri Road Nagal, Saharanpur"
17223,Ortho Hospital,Shivam Orthopadic Hospital,Sabar kantha,Gujarat,383001,"Arogyanagar, Himmatnagar"
17224,Ortho Hospital,Shivam Orthopaedic and Gynec Hospital,Amreli,Gujarat,364515,Doctor House Ramdarshan Complex Opp K.K Hospital At-Savarkundla
17225,Ortho Hospital,Shivam Orthopaedic Hospital,Ahmedabad,Gujarat,380015,"2, Chaitanya Society, Near Vastalpur, Octroi Naka, Vikram Sarabhai Road"
17226,Ortho Hospital,Shivam Orthopaedic Hospital,Surat,Gujarat,395001,Athwa Lines
17227,Ortho Hospital,Shivam Orthopaedic Trauma and Research Center,Panchmahal,Gujarat,389001,"Kalal Darwaja, OppositeRavi Corp, OppositeDr.Modi`S Hospital"
17228,Hospital,Shivam Retina and Laser Centre,Thane,Maharashtra,421204,"B-2/139,Kasturi Plaza,Manpada Road, Dombivli (E)"
17229,Hospital,Shivam Surgical Home,Etawah,Uttar Pradesh,206001,"703-Pakka Talab Road, Civil Lines, Etawah"
17230,Hospital,Shivam Surgical Hospital,Ahmedabad,Gujarat,380051,"Near Vejalpur Bus Stand,11, Rudrabaug Society, Vejalpur"
17231,Hospital,Shivam Surgical Hospital,Ahmedabad,Gujarat,382330,"2Nd Floor, Sruhurd Complex,Opposite Narayanagar,Bus Stop, Naroda"
17232,Hospital,Shivam Surgical Hospital,Gandhinagar,Gujarat,382845,"Ravi Chember, Opposite S. T. Stand, Mansa"
17233,Hospital,Shivam Vishwa Specality Hospital,Bengaluru Urban,Karnataka,560043,"201, 2 Cross Road Hbr Second Block Hbr  560043"
17234,Hospital,Shivangi Hospital,Bilaspur,Chhattisgarh,495001,"Medical Complex Rd, Telepara"
17235,Nurshing Home,Shivangi Nursing Home,Vaishali,Bihar,844101,"Subhash Chowk, Pokhra Malha Road"
17236,Hospital,Shivani Health Care Centre,Begusarai,Bihar,851101,"West Of Power House Chowk,N.H.-31"
17237,Cardiac Hosp,Shivani Heart Centre,Bareilly,Uttar Pradesh,243001,"R/7,Rampur Garden,Near Durga Bari,Bareilly"
17238,Hospital,Shivani Hospital,Rajkot,Gujarat,360002,"Near Gurukul Water Tank, Dhebar Road Rajkot"
17239,Hospital,Shivani Hospital,Ramanathapuram,Tamil Nadu,623501,"20, Sikil Raja Veethi,Kenikarai."
17240,Hospital,Shivani Hospital Pvt Ltd,Kanpur Nagar,Uttar Pradesh,208005,"120/503, Shivaji Nagar,Kanpur"
17241,Hospital,Shivani Medical Centre,Mumbai,Maharashtra,400092,"Padma Nagar, Chiku Wadi, Shimpoli Village, Borivali (West)"
17242,Nurshing Home,Shivani Nursing Home,Ghaziabad,Uttar Pradesh,201002,"Mewala Mode, New Munshi Satyavir Market, Chirodi Mandi,"
17243,ENT Hospital,Shivani Surgical and E.N.T Hospital,Bharuch,Gujarat,392001,"D-1 Falsruti Nagar, Nr O.N.G.C Dispensary"
17244,Hospital,Shivani Surgical and General Hospital,Banas kantha,Gujarat,385535,"Doctor House, Opp Gayatri Mandir, Highway"
17245,Hospital,Shivanjan Hospital,Dehradun,Uttarakhand,248001,"2,Guru Road,Dehradun"
17246,Nurshing Home,Shivank Nursing Home,Vaishali,Bihar,844128,"Tajbaj, Hajipur"
17247,Hospital,Shivanna Memorial Hospital,Tumakuru,Karnataka,572101,3Rd Cross Vinayakanagar
17248,Nurshing Home,Shivansh Nursing Home,Varanasi,Uttar Pradesh,221104,Lava Mode Jangipur Ghazipur
17249,Hospital,Shivaprakash Memorial Hospital,Davangere,Karnataka,577004,"311/1A, Pavilion Road"
17250,Hospital,Shivara Shivappa Memorial Hospital,Hassan,Karnataka,573201,Opp Shankar Mutt K R Puram
17251,Hospital,Shivaranjani Hospital,Adilabad,Telangana,504001,"12-1/3, Shivaji Chowk, Khanapur,"
17252,Hospital,Shivarkar Hospital,Pune,Maharashtra,412301,"Near Ganpati Nagar, Hudco Road Saswad"
17253,Hospital,Shivasai Hospital,Hyderabad,Telangana,500008,2-3-14/1 Uppal Main Road
17254,Hospital,Shivasunder Hospital,Chennai,Tamil Nadu,600020,"28, First Cross Street, Shastri Nagar Adya (Behind Of Adyas Depot)"
17255,Hospital,Shivganga Hospital,Varanasi,Uttar Pradesh,221005,"Goverdhanpur,Bhu"
17256,Hospital,Shivganga Uttar Bhartiya Hospital,Surat,Gujarat,394210,"Opposite Daxeshwar Temple,Ghb Road,Pandesara"
17257,Nurshing Home,Shivgeet Seva Sadan and Nursing Home,Hazaribag,Jharkhand,825301,"Shivgeet Complex, Main Road"
17258,Hospital,Shivjyoti Hospital,Surat,Gujarat,394601,"Patidar Jin, Near Vamdot School,Gandhi Road,Bardoli"
17259,Hospital,Shivkrupa Hospital,Surat,Gujarat,394160,"Sai Nath Nagar Society, Kim Road"
17260,Nurshing Home,Shivleela Maternity And Nursing Home,Nagpur,Maharashtra,440014,"240, Near Kamal Chowk, Jaripatka"
17261,Hospital,Shivlok Hospital,Meerut,Uttar Pradesh,250001,"Roorkee Road,Modipuram,Meerut"
17262,Hospital,Shivmani Hospital,Faridabad,Haryana,121007,"5E/9, B.P.NIT Faridabad, Delhi- NCR, Haryana"
17263,Hospital,Shivmani Hospital / Shivamani Hospital,Faridabad,Haryana,121001,"5E/9 B.P., Near Neelam Chowk,Behind Oriental Bank Of Commerce,N.I.T"
17264,Hospital,Shivnath Hospital,Varanasi,Uttar Pradesh,221007,"Ledhupur, Ashapur,Sarnath,"
17265,Hospital,Shivneh,Mumbai,Maharashtra,400004,Krishna Niwas 3Rd Floor Junction Of Charni Road And Queens Road
17266,Hospital,Shivneri Hospital Pvt. Ltd.,Thane,Maharashtra,400602,"Shivneri Hospital, Agra Road, B/H Vandana Theatre"
17267,Hospital,Shivoy Hospital,Kanpur Nagar,Uttar Pradesh,208007,"Plot No. 1, Friends Colony, Opposite Hal Market, Ramadevi, G. T. Road"
17268,Hospital,Shivshakti Hospital,Kolhapur,Maharashtra,416229,A/P Vadnage Parwati Mandir Bus Stop Parwati Mandir Bus Stop
17269,Cardiac Hosp,Shlok Medical and Heart Hospital,Ahmedabad,Gujarat,380008,"Ground Floor, Suvandana Apartment, Nr. Yamunaji Haveli, Maninagar-Isanpur Road, Bhaduvat Nagar"
17270,Hospital,Shobha Health Care and Dialysis Hospital,Chandrapur,Maharashtra,442402,"Kasturbag Road,Chandrapur"
17271,Hospital,Shobha Hopsital,Jalgaon,Maharashtra,425001,"Pratap Nagar, In Front Of Sau. Ranta Jain School(Old Maharana Pratap) Near Swami Smarath Kendra, Kwajamiya Chouk"
17272,Hospital,Shobha Hospital,Bengaluru Urban,Karnataka,560040,"29 And 30, Nagarbhavi Road, Opp To Prashanthnagar Bus Stop, Vijaynagar"
17273,Hospital,Shobha Hospital,Gadag,Karnataka,582103,Mulagunda Rd
17274,Hospital,Shobha Hospital,Thane,Maharashtra,421501,"Dube Dham Bldg,Shiv Mandir Road, Nr. Welfare Centre, Ambernath,"
17275,Hospital,Shobhit Hospital and Trauma Centre,Mathura,Uttar Pradesh,281004,Vrindawan Road Mathura
17276,Hospital,Shoor Hospital - Amritsar,Amritsar,Punjab,143006,"1/5, Khajana Gate, Near Jyoti Model School, Amritsar"
17277,Hospital,Shraddha Arogya Mandir,Junagadh,Gujarat,362001,"Kuvabat Madikaz Ram Anand, Laboratory,New Bus Stand"
17278,Hospital,Shraddha Ent Hospital,Rajkot,Gujarat,360490,"Tower Road,Opposite Late Dr. Lalji Clinic."
17279,Hospital,Shraddha General Hospital,Ratlam,Madhya Pradesh,457001,"478, Katju Nagar, Ratlam"
17280,Hospital,Shraddha General Hospital and Icu and Stone Centre,Thane,Maharashtra,421003,"1St Floor, Vishal Marriage Hall Build Hospital Road, Near Choek, Ulhasnagar 3"
17281,Hospital,Shraddha General Hospital and Icu Centre,Thane,Maharashtra,400601,"1St Floor, Vishal Marriage Hall Building,Hospital Road,"
17282,Hospital,Shraddha Hospital,Gandhinagar,Gujarat,382721,"1, Vaibhav Complex Opp Mun Hospital Kalol Kalol"
17283,Hospital,Shraddha Hospital,Kachchh,Gujarat,370201,"Dhanvantri House Sec No 2, Road No 2, Near Sundarpuri Bus Stop, Gandhigram"
17284,Hospital,Shraddha Hospital,Mahesana,Gujarat,384170,"Nr Railway Crossing, Unjha"
17285,Hospital,Shraddha Hospital,Ahmednagar,Maharashtra,414001,Opp Savedi Bus Stand
17286,Hospital,Shraddha Hospital,Mumbai,Maharashtra,400088,"A1, A2, A3, Ranjan Ritika S V Road Next To Dahisar Polic Station Dahisar (E) Mumbai"
17287,Hospital,Shraddha Hospital,Pune,Maharashtra,410401,"225 A Ward,Near Icici Bank Bhangarwadi,Lonavala Ho,Lonavala"
17288,Hospital,Shraddha Hospital,Pune,Maharashtra,411028,"L P Classics, 1St Floor, Pune Solapur Highway, Opp Hadapsar Gaon P M T Bus Stop, Hadapsar"
17289,Hospital,Shraddha Hospital,Pune,Maharashtra,412115,"Sahadu Nana Complex,Ghotawade Phata,Kasaramboli(Pirabgut) Tal.Mulshi"
17290,Hospital,Shraddha Hospital,Jaunpur,Uttar Pradesh,222002,"Wazidpur Tiraha, Varun Hotel Ke Samne, Jounpur"
17291,Hospital - Critical Care Dept,"Shraddha Hospital and Critical Care Unit, Aurangabad",Aurangabad,Maharashtra,431001,"Plot No.27 Manjeet Nagar, Akashwani Chowk, Jalna Road,Behind Hdfc Bank Aurangabad"
17292,Hospital,Shraddha Hospital and Iccu,Valsad,Gujarat,396191,"Panchamrut, 2Nd Floor, Nr. Jayshree Talkies, Vapi-Daman Road, Chala"
17293,MultiSpeciality Hosp,Shraddha Hospital and Multispeciality Centre,Pali,Rajasthan,306401,"Opposite Pani Ki Do Tanki, Suraj Pole, Pali-Marwar"
17294,Hospital,Shraddha Hospital Dewas,Dewas,Madhya Pradesh,455001,33 Hig Compound Dewas
17295,Hospital,"Shraddha Hospital, Jalgaon",Jalgaon,Maharashtra,425001,"Kajgaon, Bhadgaon Naka, Parola"
17296,Nurshing Home,Shraddha Maternity and Nursing Hospital,Panchmahal,Gujarat,389260,"Collage Road, Santrampur"
17297,Nurshing Home,Shraddha Maternity and Surgical Nursing Home,Mahesana,Gujarat,382715,"Doctor House, Near S.T Bus Stand, Kadi"
17298,Nurshing Home,Shraddha Maternity Nursing Home (P) Ltd,Thane,Maharashtra,401101,"Bhayander West, Thane, Mumbai-401101,"
17299,Nurshing Home,Shraddha Medical Nursing Home and Heart Hospital,Gautam Buddha Nagar,Uttar Pradesh,201301,C-1 Sector 56 Noida
17300,MultiSpeciality Hosp,Shraddha Multispeciality Hospital,Surat,Gujarat,394107,"1/2,Chirag Shopping Centre,Nr.Reliance Petrolpump,Chhaprabhatha Road,Amroli"
17301,Nurshing Home,Shraddha Nursing Home,Dahod,Gujarat,389151,Daulatgunj Bazar
17302,Ortho Hospital,Shraddha Orthopaedic and Gynaec Hospital,Bhavnagar,Gujarat,364001,"Opposite St. Xavier S School, Jail Road"
17303,Ortho Hospital,Shraddha Orthopedic and Surgical Hospital,Mumbai,Maharashtra,400097,"Vasant Vijay Mahal, Pushpa Park, Road No.2, Malad (E), Mumbai,"
17304,Nurshing Home,Shraddha Polyclinic and Nursing Home-Mulund-Mumbai,Mumbai,Maharashtra,400080,"Opposite Mirani Nagar, 1St Floor, Junction Of Ganesh Gawde Road & Valji Ladha Rad, Mulund (W)"
17305,Hospital,Shraddha Speciality Hospital,Ahmedabad,Gujarat,380015,"303-308, 3Rd Floor, Aditya Plaza, Nr.Karnavati Appartment Jodhpur Cross Road Satellite"
17306,Hospital,Shraddha Speciality Hospital,Gautam Buddha Nagar,Uttar Pradesh,201307,A 98 /A Sector 34
17307,Hospital,Shraddha Surgical and Accident Hospital,Sangli,Maharashtra,416416,"Civil Hospital Chowk,Ambedkar Road, Sangli"
17308,Hospital,Shraddha Surgical Hospital,Ahmedabad,Gujarat,380052,"B- 4 Surya Complex Opp Navneet House, Gurukul Road, Memnagar"
17309,Hospital,Shraddha Surgical Hospital,Kolhapur,Maharashtra,416115,"16/1536,Near Bhagya Rekha Talkles,Kolhapur Road Ichalkaranji"
17310,Hospital,Shraddha(Ent) Hospital,Kachchh,Gujarat,370001,"2, Lotus Colony, Opposite General Hospital Nr. Geb, Bhuj"
17311,Hospital,Shradha Health Care Pvt. Ltd,Kolkata,West Bengal,700053,"No.46,Pramatha Chowdhary Sarani,Near Rasai Factory,"
17312,Cardiac Hosp,Shradha Heart Hospital,Mumbai,Maharashtra,400086,"A/101,Chandradaya Bldg,Above Saibaba Temple,R.B. Kadam Marg, Lbs Road,Ghatkopar(W)"
17313,Hospital,Shradha Hospital,Bidar,Karnataka,585401,"Boudha Complex, Near Bus Stand Bhalki, Bhalki Taluk"
17314,Hospital,Shradha Hospital,Karimnagar,Telangana,505327,"Gollapelli Road, Jagtial -Karimnagar-"
17315,Hospital,Shradhha Hospital,Amreli,Gujarat,364521,Khadkala P.O.
17316,Hospital,Shradhha Hospital,Faizabad,Uttar Pradesh,224001,"Naka Chungi,Raibareilly Road,Near Naveen Mandi,Faizabad"
17317,Nurshing Home,Shramik Nursing Home,Mumbai,Maharashtra,400089,"Gaikwadnagar, P.Y.Thorat Marg, Chembur, Mumbai"
17318,Hospital,Shravage Hospital,Belagavi,Karnataka,590011,"Kamat Chambers, 3868, Kakatives"
17319,Kidney Care,Shravan Dialysis and Kidney Unit,Nagpur,Maharashtra,440012,"Avanti Institute 5 Abhayankar Road Dhantoli Avanti Institute 5 Abhayankar Road Dhantoli Nagpur, Nagpur"
17320,Kidney Care,Shravan Hospital and Kidney Institute,Nagpur,Maharashtra,440009,"239, Nandanvan Cement Road, Near Shikshak Sehkari Bank,"
17321,Hospital,Shravana Hospital,Hyderabad,Telangana,500001,: 5-3-847 Mozamzahi Market
17322,Hospital,Shravani Ent Hospital,East Godavari,Andhra Pradesh,533001,"Dno:21-1-29, Jawahar St, Kakinada"
17323,Hospital,Shrddha Hospital,Anand,Gujarat,388001,"14-A, Patel Colony,Mahavir Marg"
17324,Hospital,Shre Hospital(Bidar Ct Scan),Bidar,Karnataka,585401,"No. 8/10/57/58/59, Behind Akkamahadevi College, Near Megur Eye Care Hospital"
17325,Hospital,Shre Ramkinkar Medical Institute,Raipur,Chhattisgarh,492001,"Lily Chowk, Purani Basti"
17326,Seva sadan-General Hospital,Shree Agrasen Matri Seva Sadan,Begusarai,Bihar,851101,Kapasia Chowk
17327,Hospital,Shree Akatheeswarar Anbu Hospital,Erode,Tamil Nadu,638459,"498-1, Srt Theatre Opposite Road Nehru Nagar, Nallur, Punjai Puliampatti Punjai Puliampatti"
17328,Hospital,Shree Akila Hospital,Tiruchirappalli,Tamil Nadu,620018,"Annamalai Nagar, Salai Road, Trichy"
17329,Hospital,Shree Aman Hospital,Ahmedabad,Gujarat,380005,"S/2 - 3 - 7, 2Nd Floor, Nanakram Super Market Ramnagar, Sabarmati"
17330,Hospital,Shree Ambe Hospital,Durg,Chhattisgarh,491001,"Near Heavey Restorent, G E Road Power House"
17331,Hospital,"Shree Anagha Dutt Hospital,Chopda",Jalgaon,Maharashtra,425107,"Near Ganpati Temple,Chopda,Jalgaon"
17332,Hospital,Shree Anugraha Hospital,Bengaluru Urban,Karnataka,560017,"Annasandra Palya Main Road, Hal Post"
17333,Hospital,Shree Asharamkrupa Hospital,Valsad,Gujarat,396191,"Garnet Seven Jewels, Nr. Bhavsar Petrol Pump, Silvassa Rd, Vapi"
17334,Hospital,Shree Ashirwad Hospital,Thane,Maharashtra,421204,Shree Complex Opposite Mahavir Nagar Manpada Rd
17335,Hospital,Shree Ashirwad Hospital,Thane,Maharashtra,421201,"Manpada Road, Opposite Mahavir Nagar, Dombivli (East)"
17336,Hospital,Shree Atma Vallabh Hospital and M.T.Shah Medical Institute,Sabar kantha,Gujarat,383430,"Vijay Samudra Nagar, Idar"
17337,Hospital,Shree Aum Hospital,Jammu,Jammu and Kashmir,184121,"Ashiana Complex, Treth Morh, Bari Brahmana,Samba"
17338,Hospital,Shree Avadhoot Hospital,Aurangabad,Maharashtra,431001,"7, Shivaji Colony,Near Kraint Chowk Police Station,."
17339,Hospital,Shree Balaji Chadha Hospital,Faridkot,Punjab,151204,"Opp Sadar Thana,Muktsar RoadKotkapura ,Faridkot"
17340,Hospital,Shree Balaji Gastroentrology Hospital and Laparoscop,Mahesana,Gujarat,384001,"Ist Floor, K.B. Complex,  Manglaytan Society, Dairy Road,  State Highway 56A"
17341,Hospital,Shree Balaji Hospital,Durg,Chhattisgarh,491001,Kadambari Nagar
17342,Hospital,Shree Balaji Hospital,Kangra,Himachal Pradesh,176001,"NH 88, Adarsh Colony, Kangra"
17343,Hospital,Shree Balaji Hospital,Kangra,Himachal Pradesh,176001,"Opposite Petrol Pump, D/Sala Road"
17344,Hospital,Shree Balaji Hospital,Thane,Maharashtra,401305,"B, Mirzanagar Building, Bazar Ward, Near Railway Station, Virar(E)"
17345,Hospital,Shree Balaji Hospital,Ajmer,Rajasthan,305801,"Near Sumer Talkies,Madanganj"
17346,Hospital,Shree Balaji Hospital,Sikar,Rajasthan,332001,"Shram Dan Marg, Near Sk Hospital Sikar"
17347,Hospital,Shree Balaji Hospital - Nerul,Thane,Maharashtra,400706,"Plot 21, Sector 48, Nerul, Thane,Navi Mumbai.,"
17348,Cardiac Hosp,Shree Balaji Hospital and Health Care Centre / Shree Balajee Hospital and Heart Care Centre,Panipat,Haryana,132103,"47,Devi Murti Colony,Behind Civil Hospital,Near Hawa Singh Hospital"
17349,Hospital,Shree Balaji Medical Centre,Lucknow,Uttar Pradesh,226017,Gauri Shankar Shreevastav Marg
17350,MultiSpeciality Hosp,Shree Balaji Multispeciality Hospital,Medak,Telangana,502285,"Nh-9 Kandi Village,' X' Road, Sangareddy 502285  Medak"
17351,Nurshing Home,Shree Balaji Nursing Home,Bengaluru Urban,Karnataka,560054,"881, Mes Main Road,Gokul Post, Muthyalammanagar,"
17352,Hospital,"Shree Balaji Research Centre and Hospital Pvt. Ltd.,",Nashik,Maharashtra,422005,"1, Tulja NiwasBehind City Finance,Canada Corner."
17353,Cardiac Hosp,Shree Basavalingappa Nisty Memorial Heart Center,Gulbarga,Karnataka,585102,"No. 15 & 16, Lahoti Enclave, Besides Maharashi Vidya Mandir Aiwan-E-Shahi Road"
17354,Nurshing Home,Shree Basavalingappa Nisty Memorial Nursing Home,Gulbarga,Karnataka,585103,Sangameshwara Nagar
17355,Hospital,Shree Basaveshwar Hospital,Solapur,Maharashtra,413002,207 Raviwar Peth Rajender Chowk Rajender Chowk
17356,Hospital,Shree Bhagubhai Mafatlal Hospital,Bharuch,Gujarat,392001,"Sevashram Road, Panchbatti"
17357,Hospital,Shree Bhagwan Mahaveer Arogya Bharti Charitable,Jhansi,Uttar Pradesh,284003,"Infront Medical College, Gate No.-3, Kanpur Road"
17358,MultiSpeciality Hosp,Shree Bhavani Multispeciality Hospital,Vijayapura,Karnataka,586212,Geeta Complex Girls High School Main Road Muddebihal
17359,Hospital,Shree Bidada Sarvodaya Trust Hospital,Mumbai,Maharashtra,400012,"286-B, Dr.Ambedkar Road, Further To Bharatmata Cinema, Near H.P.Petrol Pump, Parel, Mumbai, Maharashtra."
17360,Hospital,Shree Borivli Gujarati Seva Mandal,Mumbai,Maharashtra,400092,A/1-4 Marble Arch 51 T P S Road Off Factory Lane Borivali (W) Mumbai
17361,Hospital,Shree Chaitanya Hospital,Thane,Maharashtra,421201,"Shivraj 1St Floor, Near Shivaji Statue, Manpada Road, Dombivli (E)"
17362,Hospital,Shree Chembur Jain Medical Relief Centre,Mumbai,Maharashtra,400071,"1, Casa Grande, Rov House Road No-10, Opp Jain Temple Chembur Mumbai"
17363,Hospital,Shree Chhotubhai A Patel Hospital and Community Health Centre,Vadodara,Gujarat,391115,"At & Post :Motafofalia,Ta- Sinor"
17364,Hospital,Shree Criti Care Unit,Solapur,Maharashtra,413001,"Mahavir Nagar, Pandharpur Solapur"
17365,Hospital,Shree Datt General Hospital,Anand,Gujarat,388540,"Manglam,OppositeBaliyadev Mandir, Borsad,:Anand"
17366,Hospital,Shree Datta Hospital [Khatav],Satara,Maharashtra,415001,"Dahivadi, Vaduj Road, Walunj"
